county,FIPS,Latitude,Longitude,JanTmp,JulTmp,JanSun,JulSun,Elevtn,#mcd,T,U,S,totalpop,p1,p2,p3
LINCOLN,8073,391696,103571,277,714,223,340,5560,4,114.1255,112.2641,114.3567,4663,2396,1127,648
LOGAN,8075,406537,103182,247,735,214,320,3939,5,139.4281,139.2944,139.452,19800,15602,1839,1082
MESA,8077,390855,108539,266,787,180,347,4855,7,157.8888,157.2632,157.9038,81530,54212,13682,8892
MINERAL,8079,378235,106922,115,580,223,340,8500,1,96.5105,96.5105,96.5105,804,804,0,0
MOFFAT,8081,405223,107684,173,666,180,347,6285,3,135.8316,135.8132,135.8317,13133,12257,466,410
MONTEZUMA,8083,373696,108556,277,718,180,347,6177,5,134.9185,134.5468,135.0017,16510,11227,1865,1785
MONTROSE,8085,384504,108031,264,725,180,347,5830,3,140.6487,139.7621,140.6488,24352,16116,4284,3952
MORGAN,8087,402543,103780,243,740,214,320,4321,4,138.7558,136.9697,138.7668,22513,13280,6790,1856
OTERO,8089,380227,103647,299,765,223,340,4178,6,136.2159,133.5466,136.4249,22567,10475,6610,2333
OURAY,8091,380936,107714,220,591,180,347,8756,1,109.1064,109.1064,109.1064,1925,1925,0,0
PARK,8093,392705,105699,252,623,214,320,7733,2,122.3739,122.2852,122.3739,5333,4799,534,0
PHILLIPS,8095,406016,102388,276,750,211,320,3746,2,117.0194,115.0034,117.0194,4542,2897,1645,0
PITKIN,8097,392173,106870,201,618,180,347,7928,2,128.7912,126.5665,128.7912,10338,6457,3881,0
PROWERS,8099,380841,102510,293,781,223,340,3617,4,132.8677,132.5754,132.8853,13070,9793,1609,1174
PUEBLO,8101,382572,104611,301,764,223,340,4639,7,167.1292,167.0722,167.1391,125972,106998,9097,2821
RIO BLANCO,8103,400590,108342,216,669,180,347,6242,2,121.3006,118.3052,121.3006,6255,3642,2613,0
RIO GRANDE,8105,375607,106206,214,635,223,340,7884,3,127.5252,125.2967,127.5252,10511,5913,3320,1278
ROUTT,8107,404388,106930,149,616,180,347,6770,4,130.9489,129.97,131.0148,13404,8175,2386,2005
SAGUACHE,8109,379000,106080,208,644,223,340,7697,3,114.447,111.9783,114.447,3935,2349,1498,88
SAN JUAN,8111,378091,107664,169,555,180,347,9322,1,97.0217,97.0217,97.0217,833,833,0,0
SAN MIGUEL,8113,380193,108178,230,661,180,347,7017,3,110.2927,107.4567,110.2927,3192,1717,1145,330
SEDGWICK,8115,409509,102328,277,761,214,320,3469,2,114.2211,113.8856,114.2211,3266,2681,585,0
SUMMIT,8117,395944,106084,160,556,180,347,9065,2,126.224,122.8164,126.224,8848,4979,3869,0
TELLER,8119,389218,105108,278,664,214,320,6875,2,127.5688,127.3407,127.5688,8034,6813,1221,0
WASHINGTON,8121,400691,103179,262,732,211,320,4663,4,115.8143,114.1416,116.1413,5304,2729,1192,723
WELD,8123,403625,104733,245,733,214,320,4653,12,161.1207,160.8941,161.3839,123438,69726,9701,7813
YUMA,8125,400394,102456,284,757,211,320,3575,3,125.7176,121.0362,125.7176,9682,4401,4010,1271
FAIRFIELD,9001,411884,73357,302,738,162,311,7,23,175.5074,171.2107,178.3847,807143,142546,102453,77767
HARTFORD,9003,417616,72714,248,727,166,276,169,29,173.4752,170.574,176.9405,807766,136392,73840,61301
LITCHFIELD,9005,417421,73175,237,701,144,313,1300,26,153.3868,149.1938,155.2755,156769,30987,19489,19420
MIDDLESEX,9007,414743,72570,275,726,166,276,369,15,153.5434,152.5267,155.1486,129017,39040,11195,10265
NEW HAVEN,9009,413906,72945,289,723,162,311,12,27,173.9802,169.4431,176.8125,761337,126109,103266,57118
NEW LONDON,9011,414392,72085,280,700,162,311,40,21,159.428,153.2552,161.7573,238409,41062,38074,28842
TOLLAND,9013,418435,72372,253,699,166,276,650,13,151.3938,147.718,153.3868,114823,27974,20634,9711
WINDHAM,9015,418049,71993,247,703,166,276,360,15,148.0339,143.6235,149.8814,92312,21062,14519,12774
KENT       1,1,391118,75544,351,770,158,293,30,7,157.7083,157.0225,157.9939,98219,53315,14152,9122
NEW CASTLE 1,3,397278,75595,320,758,152,280,74,11,169.2185,163.712,171.7556,398115,84766,70195,57475
SUSSEX     1,5,386650,75402,350,761,158,293,50,9,146.8816,140.6617,150.7856,98004,17153,14514,13856
DISTRICT O 1,1001,389060,77008,356,787,149,275,10,4,185.0772,181.9956,185.1139,638333,301032,159923,150738
ALACHUA    1,2001,296675,82352,570,811,184,259,86,6,168.0075,167.7985,168.0385,151348,112522,16523,9965
BAKER      1,2003,302856,82173,542,806,184,259,128,2,134.3877,132.0396,134.3877,15289,9436,5853,0
BAY        1,2005,301777,85642,538,819,180,250,13,6,160.7386,160.4668,160.8098,97740,67691,10386,8252
BRADFORD   1,2007,299530,82124,542,806,184,259,128,4,136.1516,134.6314,136.1984,20023,11293,4118,3600
BREVARD    1,2009,283004,80688,612,818,203,259,30,11,164.4435,159.0928,167.0754,272959,61542,47550,43632
BROWARD    1,2011,261202,80186,668,822,219,266,16,10,184.0311,180.6238,185.8653,1018200,273727,150636,150155
CALHOUN    1,2013,304519,85108,530,809,180,250,130,3,126.0442,124.7015,126.0442,9294,5674,1941,1679
CHARLOTTE  1,2015,269543,82035,640,822,224,280,10,3,151.7161,149.1392,151.7161,58460,30870,17575,10015
CITRUS     1,2017,288658,82448,593,818,203,259,50,2,152.5518,149.3976,152.5518,54703,31428,23275,0
CLAY       1,2019,299755,81760,582,827,184,259,20,5,153.4209,152.7485,153.635,67052,39645,9275,8218
COLLIER    1,2021,261854,81686,652,824,224,280,4,3,159.7974,159.2859,159.7974,85971,62371,13723,9877
COLUMBIA   1,2023,301634,82641,549,808,184,259,195,3,148.9823,148.8274,148.9823,35399,30210,4377,812
DADE       1,2025,257917,80255,672,823,219,266,7,12,196.1166,195.5786,196.6268,1625781,771794,166331,135869
DE SOTO    1,2027,271857,81870,621,812,218,258,63,2,137.8784,136.1942,137.8784,19039,12585,6454,0
DIXIE      1,2029,296428,83133,544,808,184,259,42,2,125.208,123.9205,125.208,7751,5375,2376,0
DUVAL      1,2031,303247,81649,546,810,184,259,24,1,191.2314,191.2314,191.2314,571003,571003,0,0
ESCAMBIA   1,2033,304732,87257,521,818,180,250,112,4,176.1417,176.0304,176.1433,233794,199087,23389,8333
FLAGLER    1,2035,294731,81236,580,816,184,259,5,2,129.5302,127.2003,129.5302,10913,6747,4166,0
FRANKLIN   1,2037,297708,84890,533,809,180,250,10,3,122.0959,119.3553,122.0959,7661,3917,2075,1669
GADSDEN    1,2039,306176,84634,528,801,180,250,245,4,146.3925,144.7352,146.4656,41565,22749,9063,7179
GILCHRIST  1,2041,296760,82826,544,808,184,259,42,2,120.2866,117.8423,120.2866,5767,3527,2240,0
GLADES     1,2043,269276,81136,627,814,224,280,22,2,121.1682,119.4325,121.1683,5992,3938,2054,0
GULF       1,2045,299050,85252,537,814,180,250,13,2,129.3486,127.3809,129.3486,10658,6832,3826,0
HAMILTON   1,2047,304932,82918,539,813,184,259,190,3,124.4905,122.4109,124.4906,8761,4841,2232,1688
HARDEE     1,2049,275471,81825,618,813,218,258,119,3,135.3721,132.4317,135.3721,19379,9696,5305,4378
HENDRY     1,2051,267111,81148,634,815,224,280,16,2,137.105,134.4281,137.1051,18599,11135,7464,0
HERNANDO   1,2053,285428,82399,602,808,203,259,240,3,148.6745,144.9041,148.6745,44469,23017,18900,2552
HIGHLANDS  1,2055,274748,81431,629,824,218,258,133,3,147.9826,144.1488,147.9826,47526,21843,14401,11282
HILLSBOROU 1,2057,279706,82426,604,819,218,258,19,9,187.4355,187.1656,187.5029,646960,430771,69271,47717
HOLMES     1,2059,308578,85769,523,814,180,250,50,3,131.2775,127.9726,131.2775,14723,7118,4316,3289
INDIAN RIV 1,2061,276551,80420,625,819,218,258,20,2,157.6409,157.5952,157.6409,59896,55474,4422,0
JACKSON    1,2063,308057,85227,530,809,180,250,130,9,138.2269,136.4171,139.7402,39154,12781,4869,4783
JEFFERSON  1,2065,305080,83876,527,806,180,250,148,2,129.7149,128.2436,129.7149,10703,7253,3450,0
LAFAYETTE  1,2067,300618,83152,544,808,184,259,42,2,117.5305,117.275,117.5305,4035,3391,644,0
LAKE       1,2069,287866,81763,600,817,203,259,125,10,146.1379,140.8123,150.847,104870,17333,13229,12376
LEE        1,2071,266073,81862,635,825,224,280,15,10,165.9044,164.0587,166.3252,205266,86828,38303,27040
LEON       1,2073,304490,84284,526,811,180,250,55,6,167.3998,167.2243,167.4549,148655,108132,12853,11080
LEVY       1,2075,293685,82674,569,824,184,259,7,3,135.639,132.2987,135.639,19870,9607,6051,4212
LIBERTY    1,2077,303948,84913,526,811,180,250,55,2,116.5116,115.1521,116.5116,4260,2927,1333,0
MADISON    1,2079,304809,83455,539,813,184,259,190,2,135.3719,134.699,135.372,14894,11346,3548,0
MANATEE    1,2081,274817,82574,613,812,218,258,20,4,169.0525,168.8682,169.0563,148442,121182,18603,5831
MARION     1,2083,291883,82122,588,815,203,259,25,7,160.9183,160.1328,161.1924,122488,66142,19776,10592
MARTIN     1,2085,271470,80251,654,822,219,266,10,3,153.0995,149.6587,153.0995,64014,32002,23542,8470
MONROE     1,2087,246482,81506,656,823,224,280,5,5,151.5585,149.5342,151.7737,63188,31727,14887,10221
NASSAU     1,2089,306334,81641,553,816,184,259,25,3,142.5906,138.2088,142.5906,32894,14471,10841,7582
OKALOOSA   1,2091,305953,86575,504,807,180,250,60,6,159.9039,158.8643,160.1061,109920,60575,18591,14940
OKEECHOBEE 1,2093,272806,80824,623,812,218,258,45,2,140.5411,140.2011,140.5411,20264,16614,3650,0
ORANGE     1,2095,285554,81389,604,824,203,259,108,6,184.296,184.1583,184.3641,471016,349718,36792,31674
OSCEOLA    1,2097,282674,81360,625,819,218,258,65,3,150.4844,147.3746,150.4844,49287,27316,19952,2019
PALM BEACH 1,2099,266516,80137,655,819,219,266,15,10,175.9552,168.8019,177.8863,576863,120627,114880,107129
PASCO      1,2101,282800,82493,605,817,203,259,190,6,165.8554,161.8373,166.2157,193643,74437,59582,24096
PINELLAS   1,2103,278586,82724,622,826,218,258,8,5,187.5075,184.1203,187.5716,728531,348797,262607,62848
POLK       1,2105,280011,81810,608,816,218,258,214,6,173.1336,170.5796,173.5916,321652,136445,78874,41091
PUTNAM     1,2107,296289,81660,582,827,184,259,20,4,147.2077,144.3332,147.653,50549,22124,12553,9058
ST. JOHNS  1,2109,299177,81375,568,809,184,259,15,5,150.8019,150.4772,150.9589,51303,33870,5498,4753
ST. LUCIE  1,2111,274363,80343,635,812,218,258,25,4,160.445,160.0433,160.4545,87182,65733,15285,3718
SANTA ROSA 1,2113,306373,87074,521,818,180,250,112,5,147.9854,140.868,148.1888,55988,17400,16564,15329
SARASOTA   1,2115,272663,82494,613,812,218,258,20,7,169.7802,168.9907,169.8669,202251,122216,38954,14498
SEMINOLE   1,2117,287124,81314,602,818,203,259,17,3,169.9679,169.0109,169.9679,179752,122387,44168,13197
SUMTER     1,2119,287551,82075,590,810,203,259,75,2,140.762,137.2185,140.7621,24272,13511,10761,0
SUWANNEE   1,2121,302331,82983,549,808,184,259,195,4,136.8951,135.8438,137.2881,22287,12283,3537,3341
TAYLOR     1,2123,300913,83577,544,808,184,259,42,2,137.7119,137.4073,137.7119,16532,13689,2843,0
UNION      1,2125,300442,82317,542,806,184,259,128,3,126.1264,121.8642,126.1264,10166,4661,3836,1669
VOLUSIA    1,2127,291387,81093,584,810,203,259,30,11,160.11,153.0225,164.5013,258762,40405,38205,35620
WAKULLA    1,2129,301528,84361,532,815,180,250,17,2,129.9345,128.4274,129.9345,10887,7346,3541,0
WALTON     1,2131,307081,86138,523,814,180,250,230,4,134.5776,130.0475,134.8521,21300,8219,5494,5371
WASHINGTON 1,2133,307066,85626,530,809,180,250,130,3,131.0747,126.3254,131.0747,14509,6350,5543,2616
APPLING    1,3001,317613,82323,511,811,178,283,170,4,131.9411,130.7448,132.2087,15565,8626,2965,2152
ATKINSON   1,3003,313186,82895,500,802,174,248,290,3,119.6378,117.7066,119.6378,6141,3494,1673,974
BACON      1,3005,315458,82460,503,807,178,283,198,2,128.4569,127.6238,128.4569,9379,6948,2431,0
BAKER      1,3007,313100,84449,522,821,174,248,175,2,114.2156,111.5102,114.2156,3808,2274,1534,0
BALDWIN    1,3009,330695,83235,453,798,171,279,360,3,147.774,147.5337,147.774,34686,27619,4192,2875
BANKS      1,3011,343547,83513,414,754,156,275,1470,4,120.6955,114.2469,121.3475,8702,2749,2628,2003
BARROW     1,3013,339910,83712,445,784,156,275,700,4,136.0704,134.4566,136.3111,21354,11157,4030,3869
BARTOW     1,3015,342123,84827,431,790,138,270,752,6,145.5762,144.9467,145.8413,40760,23085,5215,4626
BEN HILL   1,3017,317281,83253,511,819,174,248,371,2,138.5723,138.5243,138.5724,16000,14791,1209,0
BERRIEN    1,3019,312407,83242,500,802,174,248,290,4,130.4117,129.5692,130.6762,13525,7951,2132,1813
BIBB       1,3021,328295,83659,478,814,171,279,354,4,169.539,169.4742,169.5603,150256,126381,8510,8469
BLECKLEY   1,3023,324054,83332,490,814,171,279,400,2,132.5493,132.4659,132.5493,10767,9719,1048,0
BRANTLEY   1,3025,311999,81997,519,811,178,283,145,3,123.3689,118.1057,123.3689,8701,3592,3191,1918
BROOKS     1,3027,308341,83578,522,808,174,248,170,6,129.5368,128.4117,130.094,15255,7338,2405,1818
BRYAN      1,3029,320891,81494,495,800,178,283,22,3,128.5725,126.373,128.5725,10175,6371,3804,0
BULLOCH    1,3031,324261,81768,500,805,173,270,190,5,146.2405,145.9846,146.3544,35785,24807,3559,3091
BURKE      1,3033,330603,82008,458,804,173,270,145,7,131.8118,130.6373,132.5081,19349,8562,3005,1983
BUTTS      1,3035,332939,83964,451,793,171,279,655,5,127.6915,126.2685,128.408,13665,6325,2313,1837
CALHOUN    1,3037,315196,84664,502,808,174,248,340,4,113.6818,108.321,115.0211,5717,1823,1448,1252
CAMDEN     1,3039,308504,81656,541,823,178,283,13,3,129.2468,123.4651,129.2468,13371,5208,4166,3997
CANDLER    1,3043,323989,82059,500,805,173,270,190,3,123.8092,122.9491,123.8092,7518,5025,1459,1034
CARROLL    1,3045,335987,85076,431,778,158,278,985,7,149.0461,148.0735,149.354,56346,28672,7948,7449
CATOOSA    1,3047,349390,85195,402,788,138,270,665,4,142.7783,138.9529,143.0524,36991,15237,10181,7664
CHARLTON   1,3049,308183,82005,541,823,178,283,13,2,125.4505,124.9285,125.4505,7343,5764,1579,0
CHATHAM    1,3051,320456,81106,499,811,178,283,46,5,173.0441,172.9499,173.0805,202226,160809,13159,12918
CHATTAHOOC 1,3053,323543,84925,469,806,158,278,385,2,142.596,142.5008,142.5961,21732,19485,2247,0
CHATTOOGA  1,3055,344916,85349,411,787,138,270,800,5,135.02,132.3032,135.4051,21856,9610,6009,2476
CHEROKEE   1,3057,342093,84469,415,765,156,275,870,6,146.338,143.5975,146.7702,51699,21024,11223,8850
CLARKE     1,3059,339280,83346,445,784,156,275,700,3,158.9641,158.7376,158.9641,74498,60045,9526,4927
CLAY       1,3061,316208,84990,502,808,174,248,340,2,114.2183,113.1967,114.2184,3553,2556,997,0
CLAYTON    1,3063,335861,84368,424,780,158,278,930,4,164.0004,161.015,164.1018,150357,70313,42004,27751
CLINCH     1,3065,309927,82739,522,808,174,248,170,2,125.5119,125.4134,125.5119,6660,5961,699,0
COBB       1,3067,339103,84554,424,780,156,275,1010,9,166.8648,161.1604,168.4782,297718,71025,68421,37390
COFFEE     1,3069,315281,82845,501,808,174,248,240,5,140.944,140.5384,141.1414,26894,17007,2924,2860
COLQUITT   1,3071,311881,83776,522,810,174,248,340,5,145.063,144.6856,145.2532,35376,22671,4250,3090
COLUMBIA   1,3073,334967,82195,458,804,173,270,145,3,147.7816,146.4808,147.7816,40118,25675,10825,3618
COOK       1,3075,311554,83429,522,810,174,248,240,2,134.9431,134.6875,134.9431,13490,11337,2153,0
COWETA     1,3077,333683,84777,447,788,158,278,990,4,149.1738,148.9671,149.1995,39268,30504,4710,2207
CRAWFORD   1,3079,327213,84001,478,814,171,279,354,2,124.0915,119.7226,124.0915,7684,4018,3666,0
CRISP      1,3081,319507,83776,496,814,174,248,308,2,141.5768,141.5426,141.5768,19489,18233,1256,0
DADE       1,3083,348847,85491,409,779,138,270,797,2,132.3167,131.429,132.3167,12318,9045,3273,0
DAWSON     1,3085,344192,84131,409,758,156,275,1430,2,117.5738,115.1668,117.5738,4774,2930,1844,0
DECATUR    1,3087,308793,84561,521,814,174,248,120,6,138.1072,137.364,138.4717,25495,13648,3423,2915
DE KALB    1,3089,338011,84282,424,780,156,275,1010,5,182.475,181.5269,182.5514,483024,291409,98005,48206
DODGE      1,3091,321995,83169,490,814,171,279,400,4,135.2128,134.8066,135.3508,16955,11431,1982,1908
DOOLY      1,3093,321634,83790,496,814,174,248,308,3,126.7596,122.799,126.7596,10826,4973,3621,2232
DOUGHERTY  1,3095,315722,84152,507,818,174,248,180,2,161.7598,159.8081,161.7598,100718,64670,36048,0
DOUGLAS    1,3097,337446,84724,431,778,158,278,1219,4,151.0253,148.554,151.0638,54573,29643,18565,3791
EARLY      1,3099,313354,84913,504,807,174,248,300,3,132.0488,131.2961,132.0488,13158,8962,2223,1973
ECHOLS     1,3101,307302,82951,522,808,174,248,170,2,106.9402,104.2941,106.9402,2297,1379,918,0
EFFINGHAM  1,3103,323238,81323,500,805,173,270,190,3,135.3185,132.1705,135.3185,18327,9522,6731,2074
ELBERT     1,3105,341180,82865,445,798,156,275,690,3,138.0839,137.6601,138.0839,18758,13931,2631,2196
EMANUEL    1,3107,325862,82303,482,811,173,270,325,5,136.6127,135.6009,136.7404,20795,12078,4143,2191
EVANS      1,3109,321562,81903,511,811,178,283,170,2,128.1379,127.877,128.1379,8428,7071,1357,0
FANNIN     1,3111,349075,84322,378,729,156,275,1917,5,127.3091,122.6883,128.1822,14748,4935,4050,2336
FAYETTE    1,3113,334420,84488,447,788,158,278,990,3,141.9163,138.0816,141.9163,29043,14344,11612,3087
FLOYD      1,3115,342549,85186,411,787,138,270,637,4,160.2894,160.2107,160.3112,79800,66500,5871,3751
FORSYTH    1,3117,342180,84137,421,773,156,275,1300,4,140.5476,139.5274,140.8469,27958,15856,5081,3518
FRANKLIN   1,3119,343717,83177,445,798,156,275,690,4,129.15,122.6766,129.5652,15185,4931,4556,3818
FULTON     1,3121,337625,84420,424,780,156,275,1010,6,188.0053,187.8934,188.0561,589904,453060,40422,39700
GILMER     1,3123,346882,84470,415,765,156,275,1440,3,129.244,128.3032,129.244,11110,7283,2096,1731
GLASCOCK   1,3125,331489,82608,464,798,173,270,510,2,108.0403,106.5732,108.0403,2382,1615,767,0
GLYNN      1,3127,311840,81482,541,823,178,283,13,4,151.1831,150.2674,151.2877,54981,33381,9406,7896
GORDON     1,3129,345005,84913,409,782,138,270,650,4,142.9473,142.3392,143.0909,30070,19268,4696,3256
GRADY      1,3131,308794,84226,526,807,174,248,265,6,137.4588,137.1457,137.5532,19845,13443,2355,1572
GREENE     1,3133,335792,83137,458,797,171,279,690,6,124.8932,122.8714,125.4167,11391,4998,2578,1198
GWINNETT   1,3135,339531,84078,424,780,156,275,950,7,160.713,157.1518,161.8401,166903,53795,30552,30230
HABERSHAM  1,3137,345663,83536,414,754,156,275,1470,3,140.6768,138.933,140.6769,25020,15216,7664,2140
HALL       1,3139,342998,83833,421,773,156,275,1170,6,154.5121,154.1356,154.8875,75649,43646,7411,6866
HANCOCK    1,3141,332590,82986,453,798,171,279,590,4,124.9035,123.81,125.1601,9466,5334,1669,1368
HARALSON   1,3143,337624,85200,423,765,158,278,980,3,134.0274,129.2147,134.0274,18422,7758,5679,4985
HARRIS     1,3145,327485,84885,462,796,158,278,575,4,129.3643,124.8432,129.9179,15464,5730,4172,3348
HART       1,3147,343507,82956,445,798,156,275,690,4,134.8347,133.8707,135.1017,18585,10713,3303,2345
HEARD      1,3149,333075,85122,447,788,158,278,990,3,119.0284,113.7558,119.0284,6520,2657,2198,1665
HENRY      1,3151,334743,84183,443,786,158,278,930,4,142.8332,137.8841,143.1709,36309,14149,13316,4479
HOUSTON    1,3153,325781,83648,478,814,171,279,354,3,159.5277,159.2351,159.5277,77605,62152,12226,3227
IRWIN      1,3155,316010,83258,511,819,174,248,371,3,126.1907,125.1792,126.1907,8988,5865,1950,1173
JACKSON    1,3157,341447,83545,421,773,156,275,920,5,135.5949,130.6137,136.1991,25343,8548,7100,4720
JASPER     1,3159,333184,83682,451,793,171,279,655,4,122.9324,122.243,123.0441,7553,4785,1116,1025
JEFF DAVIS 1,3161,318466,82609,511,819,174,248,120,2,133.038,132.8843,133.038,11473,10005,1468,0
JEFFERSON  1,3163,330437,82413,482,811,173,270,325,4,132.3877,126.819,132.6376,18403,6571,5223,4794
JENKINS    1,3165,327981,81949,490,810,173,270,195,2,127.769,127.0477,127.769,8841,6676,2165,0
JOHNSON    1,3167,326987,82676,483,813,171,279,215,4,122.0213,120.1053,122.5631,8660,4126,1636,1582
JONES      1,3169,329783,83553,453,798,171,279,360,2,137.9145,137.658,137.9145,16579,13929,2650,0
LAMAR      1,3171,330666,84154,443,786,158,278,925,2,132.2906,131.4736,132.2907,12215,9073,3142,0
LANIER     1,3173,310369,83063,522,810,174,248,240,2,121.7652,121.2832,121.7653,5654,4477,1177,0
LAURENS    1,3175,325137,82923,483,813,171,279,215,8,144.3567,143.6646,144.5279,36990,21122,6392,2018
LEE        1,3177,317541,84162,507,818,174,248,355,3,129.4774,128.1077,129.4774,11684,7185,2830,1669
LIBERTY    1,3179,318238,81560,514,815,178,283,92,3,149.5913,149.4435,149.5913,37583,31528,4088,1967
LINCOLN    1,3181,337941,82453,441,789,156,275,630,2,122.1431,117.6404,122.1431,6716,3478,3238,0
LONG       1,3183,317833,81809,514,815,178,283,92,2,116.5366,113.0663,116.5366,4524,2533,1991,0
LOWNDES    1,3185,308498,83278,522,808,174,248,170,5,156.3906,156.2251,156.4589,67972,50448,5561,5305
LUMPKIN    1,3187,345553,83954,409,758,156,275,1430,2,129.1701,126.3413,129.1701,10762,6357,4405,0
MCDUFFIE   1,3189,334626,82484,464,798,173,270,510,2,139.0125,138.5779,139.0126,18546,14846,3700,0
MCINTOSH   1,3191,314772,81422,541,823,178,283,80,2,125.9039,124.7826,125.9039,8046,5706,2340,0
MACON      1,3193,323451,84029,469,806,158,278,327,4,128.8408,126.7198,129.3864,14003,6526,2998,2360
MADISON    1,3195,341126,83221,445,798,156,275,690,5,130.4172,128.0655,131.3519,17747,7164,3147,3143
MARION     1,3197,323530,84500,470,786,158,278,700,2,119.0783,116.6844,119.0783,5297,3255,2042,0
MERIWETHER 1,3199,329835,84661,456,790,158,278,800,6,129.9117,126.7043,131.8904,21229,6519,3687,3194
MILLER     1,3201,311617,84736,522,821,174,248,173,3,121.5269,119.7226,121.5269,7038,4018,1628,1392
